Article,Category,"Name English","Description English","Name French","Description French","Name Dutch","Description Dutch",Status,"Purchase price",Price,"Old price","Tax rate",Units,Inventory,Weight,"EAN code",Condition,Home,"Web address"
"School bags A. 25 kg",Accessories,"Schoolbag 25kg.  3,00 €/kg","Sac à dos 25kg.  3,00 €/kg","Rugzak 25kg.  3,00 €/kg","Schoolgags good quality for shop with cream quality.<div>Can be available to ship or pick up usually the same day after receiving payment.</div><div>The bag is 25 kg. so the purchase per bag of 25 kg.&nbsp;</div><div>Price is 3,00 €/kg.</div><div><br /></div><div>Does it not fit in your collection?</div><div>See the following articles.</div>","Sac à dos de bonne qualité pour le magasin avec qualité crème.<div>Peut être disponible pour être expédié ou ramassé généralement le même jour après réception du paiement.</div><div>Le sac est de 25 kg. donc l'achat par sac de 25 kg.&nbsp;</div><div>Le prix est de 3,00 €/kg.</div><div><br /></div><div>Ne rentre-t-il pas dans votre collection?</div><div>Voir les articles suivants.</div><div><br /></div>","Rugzakken van goede kwaliteit voor winkel met creme kwaliteit.<div>Kan beschikbaar voor verzending of afhaling meestal dezelfde dag na ontvangst van betaling.</div><div>De zak is 25 kg. dus de aankoop per zak van 25 kg. &nbsp;</div><div>Prijs is 3,00 €/KG.</div><div><br /></div><div>Past het niet in uw collectie?</div><div>Zie de volgende artikelen.</div><div><br /></div>",Available,0,75.00,100,21,,2,25,,Used,No,accessories/schoolbag-25kg-3-00-eur/kg
"Underwear cream 25 kg",Ladies,"Underwear 25kg. 8,60 €/kg","Sous-vêtements crème 25kg.  8,60 €/kg","Ondergoed creme 25kg. 8,60 €/kg","Underwear for adult good quality for shop cream quality.<div>Can be available to ship or pick up usually the same day after receiving payment.</div><div>The bag is 25 kg. so the purchase per bag of 25 kg.&nbsp;</div><div>Price is 8,60 €/kg.</div>","Sous-vêtements pour les adults de bonne qualité pour le magasin qualité crème.<div>Peut être disponible pour être expédié ou ramassé généralement le même jour après réception du paiement.</div><div>Le sac est de 25 kg. donc l'achat par sac de 25 kg.&nbsp;</div><div>Le prix est de 8,60 €/kg.</div>","<div>Ondergoed voor volwassen van goede kwaliteit voor winkel creme kwaliteit.</div><div>Kan beschikbaar voor verzending of afhaling meestal dezelfde dag na ontvangst van betaling.</div><div>De zak is 25 kg. dus de aankoop per zak van 25 kg. &nbsp;</div><div>Prijs is 8,60 €/KG.</div>","Sold Out",0,215,,21,,0,25,,Used,No,ladies/underwear-25kg-8-60-eur/kg
"Summer ladies mix cream 25 kg","Pre-sorted mixed","Summer ladies mix cream 25kg.      5,50 €/kg.","Mélange d'été femmes crème 25kg.      5,50 €/kg.","Zomer dames mix creme 25kg.      5,50 €/kg.","<h2><b>Summer Ladies Mix Cream 25kg: Fashionable Clothes for Women during the Summer!
</b></h2><div><b><br /></b></div><div>
</div><div>For trade that want to start selling women’s clothes this summer ladies mix can buy the product from our store.</div><div>We provide you with a variety of clothing for women.&nbsp;</div><div><br /></div><div>You can expect to see some of the women’s outfits, such as t-shirts, shirts, pants, shorts, dresses, legging, etc. in many models and different sizes.&nbsp;</div><div>We supply clothes with high-quality material to help your customers feel satisfied after buying these outfits.</div><div>The products we sell is perfectly be used in all shops.</div><div>
</div><div><br /></div><div>Each box consists of 25 kg of clothes with high-quality cream, and the price is €5,50 per kilogram.</div><div>You get an array of denim, printed and hype color pants in the box.</div><div><br /></div><div>People can also see other items such as a variety of t-shirts in different colors and design, tops, shorts, and various types of skirts and many more fashion wear.
</div><div>
</div><div><br /></div><div>After placing an order and complet the payment, the goods will be checked carefully before packaging in boxes, next working day ready to pick up the box. The shipping options are available.
</div><div><br /></div><div><br /></div><div>
</div><div>So, what are you waiting for? Place your order now!
</div><div><br /></div><div>
</div><div><img src=\"/shops/ukfashionshop/cms/img-0644.jpg\" alt=\"img-0644\" /><img src=\"/shops/ukfashionshop/cms/img-0646.jpg\" alt=\"img-0646\" /><img src=\"/shops/ukfashionshop/cms/0648.jpg\" alt=\"0648\" /><img src=\"/shops/ukfashionshop/cms/img-0649.jpg\" alt=\"img-0649\" /><img src=\"/shops/ukfashionshop/cms/img-0651.jpg\" alt=\"img-0651\" /><img src=\"/shops/ukfashionshop/cms/img-0654.jpg\" alt=\"img-0654\" /><br /></div><div><br /></div><div><br /></div><div>Does it not fit in your collection?</div><div>See the following articles.</div><div><br /></div>","<h2><b>Crème d'été pour femmes 25kg: Des vêtements à la mode pour les femmes pendant l'été!</b></h2><div><b><br /></b></div><div><b>Pour les commerçants qui souhaitent commencer à vendre des vêtements pour femmes cet été, le mélange pour femmes peut acheter le produit de notre magasin en gros.</b></div><div><b>Nous vous proposons une variété de vêtements pour femmes.</b></div><div><b><br /></b></div><div><b>Vous pouvez vous attendre à voir certaines des tenues pour femmes, telles que des t-shirts, chemises, pantalons, shorts, robes, leggings, etc. dans de nombreux modèles et différentes tailles.</b></div><div><b>Nous fournissons des vêtements avec des matériaux de haute qualité pour aider vos clients à se sentir satisfaits après l'achat de ces tenues.</b></div><div><b>Les produits que nous vendons sont parfaitement utilisables dans tous les magasins.</b></div><div><b><br /></b></div><div><b>Chaque boîte se compose de 25 kg de vêtements avec de la crème de la meilleure qualité, et le prix est de 5,50 € par kilogramme.</b></div><div><b>Vous obtenez une gamme de pantalons de couleur denim, imprimés et hype dans le boîte.</b></div><div><b><br /></b></div><div><b>Les gens peuvent également voir d'autres articles tels qu'une variété de t-shirts de différentes couleurs et designs, des hauts, des shorts et divers types de jupes et bien d'autres vêtements de mode.</b></div><div><b><br /></b></div><div><b>Après avoir passé commande et finalisé le paiement, les marchandises sont soigneusement contrôlées avant d'être emballées dans des boîtes, prêtes à être récupérées le jour ouvrable suivant. Les options d'expédition sont disponibles.</b></div><div><b><br /></b></div><div><b><br /></b></div><div><b>Alors qu'est-ce que tu attends? Passez votre commande maintenant!</b></div><div><br /></div><div><img src=\"/shops/ukfashionshop/cms/img-0644.jpg\" alt=\"img-0644\" /><img src=\"/shops/ukfashionshop/cms/img-0646.jpg\" alt=\"img-0646\" /><img src=\"/shops/ukfashionshop/cms/0648.jpg\" alt=\"0648\" /><img src=\"/shops/ukfashionshop/cms/img-0649.jpg\" alt=\"img-0649\" /><img src=\"/shops/ukfashionshop/cms/img-0651.jpg\" alt=\"img-0651\" /><img src=\"/shops/ukfashionshop/cms/img-0654.jpg\" alt=\"img-0654\" /><br /></div><div><br /></div><div>Ne rentre-t-il pas dans votre collection?</div><div>Voir les articles suivants.</div><div><br /></div><div><br /></div>","<h2><b>Zomer Damesmix Crème 25 kg: Modieuze kleding voor vrouwen tijdens de zomer!</b></h2><div><br /></div><div><br /></div><div>Voor handel die deze zomer dameskleding willen gaan verkopen, kan de damesmix het product in onze winkel kopen.</div><div>We bieden je een verscheidenheid aan kleding voor vrouwen.&nbsp;</div><div><br /></div><div>Je kunt enkele van de damesoutfits verwachten, zoals t-shirts, overhemden, broeken, korte broeken, jurken, leggings, enz. In veel modellen en verschillende maten.&nbsp;</div><div>Wij leveren kleding van hoogwaardig materiaal om uw klanten tevreden te stellen na aankoop van deze outfits.</div><div>De producten die wij verkopen zijn perfect te gebruiken in alle winkels.</div><div><br /></div><div>Elke doos bestaat uit 25 kg kleding met hoogwaardige crème en de prijs is € 5,50 per kilogram.</div><div>Je krijgt een reeks denim, bedrukte en hype-kleurenbroeken in de doos.&nbsp;</div><div><br /></div><div>Mensen kunnen ook andere items zien, zoals variant aan t-shirts in verschillende kleuren en ontwerpen, tops, korte broeken en verschillende soorten rokken en nog veel meer modekleding.</div><div><br /></div><div>Na het plaatsen van een bestelling en het afronden van de betaling, worden de goederen zorgvuldig gecontroleerd voordat ze in dozen worden verpakt, de volgende werkdag klaar om de doos op te halen. De verzendopties zijn beschikbaar.</div><div><br /></div><div><br /></div><div>Dus waar wacht je op? Plaats nu uw bestelling!</div><div><br /></div><div><img src=\"/shops/ukfashionshop/cms/img-0644.jpg\" alt=\"img-0644\" /><img src=\"/shops/ukfashionshop/cms/img-0646.jpg\" alt=\"img-0646\" /><img src=\"/shops/ukfashionshop/cms/0648.jpg\" alt=\"0648\" /><img src=\"/shops/ukfashionshop/cms/img-0649.jpg\" alt=\"img-0649\" /><img src=\"/shops/ukfashionshop/cms/img-0651.jpg\" alt=\"img-0651\" /><img src=\"/shops/ukfashionshop/cms/img-0654.jpg\" alt=\"img-0654\" /><br /></div><div><br /></div><div>Past het niet in uw collectie?</div><div>Zie de volgende artikelen.</div><div><br /></div>",Available,0,137.50,,21,,3,25,,Used,No,pre-sorted-mixed/summer-ladies-mix-cream-25kg-5-50
"Men leather jackets 25 kg","Men clothing","Men leather jackets 25kg.      3,72 €/kg","Vestes en cuir pour hommes 25kg.      3,72 €/kg","Heren leren jassen 25kg.      3,72 €/kg","Men leather jackets good quality for shop with cream quality.<div>Can be available to ship or pick up usually the same day after receiving payment.</div><div>The bag is 25 kg. so the purchase per bag of 25 kg.&nbsp;</div><div>Price is 3,72 €/kg.</div>","Vestes en cuir pour hommes de bonne qualité pour le magasin avec qualité crème.<div>Peut être disponible pour être expédié ou ramassé généralement le même jour après réception du paiement.</div><div>Le sac est de 25 kg. donc l'achat par sac de 25 kg.&nbsp;</div><div>Le prix est de 3,72 €/kg.</div>","Heren leren jassen van goede kwaliteit voor winkel met creme kwaliteit.<br /><div>Kan beschikbaar voor verzendig of afhaling meestal dezelfde dag na ontvangst van betaling.</div><div>De zak is 25 kg. dus de aankoop per zak van 25 kg. &nbsp;</div><div>Prijs is 3,72 €/KG.</div>",Available,0,93.00,196.25,21,,4,25,,Used,No,men-clothing/men-leather-jackets
"Summer men mix cream 25 kg","Pre-sorted mixed","Summer men mix cream 25kg.      5,75 €/kg","Mélange d'été hommes crème 25kg.      5,75 €/kg","Zomer mannen mix creme 25kg.      5,75 €/kg","<div>Men summer mix clothes top quality for shop with high quality cream.</div><div>100% of the product is suitable for appraisal and in-store sales.</div><div>Can be available for send or pick up three working days after receiving payment.</div><div>This contains the following articles:</div><div>T-shirts, polo, pants, shirts, shorts, etc.</div><div>The bag is 25 kg. so the purchase per bag of 25 kg.&nbsp;</div><div>Price is 5,75 €/kg.</div><div><span style=\"font-size: 1em;\"></span><br /></div><div>Does it not fit in your collection?</div><div>See the following articles.</div>","<div>Vêtements d'été mixtes pour hommes de top qualité pour le magasin avec la meilleur qualité crème.</div><div>100% du produit est adapté à l'évaluation et à la vente en magasin.</div><div>Peut être disponible pour l'envoi ou le ramassage trois jours ouvrables après réception du paiement.</div><div>Cela contient les articles suivants:</div><div>t-shirt, polo, pantalon, chemises, short, etc.</div><div>Le sac est de 25 kg. donc l'achat par sac de 25 kg.&nbsp;</div><div>Le prix est de 5,75 €/kg.</div><div><br /></div><div>Ne rentre-t-il pas dans votre collection?</div><div>Voir les articles suivants.</div><div><br /></div>","<div>Mannen zomer mix kleding van top kwaliteit voor winkel met de beste kwaliteit creme.</div><div>100% van het product is geschikt voor taxatie en verkoop in de winkel.</div><div>Kan beschikbaar voor verzending of afhaling drie werkdagen na ontvangst van betaling.</div><div>Dit bevat namelijk volgende artikelen:</div><div>T-shirts, polo, broeken<span style=\"font-size: 1em;\">, overhemden, shorts, enz.</span></div><div>De zak is 25 kg. dus de aankoop per zak van 25 kg. &nbsp;</div><div>Prijs is 5,75 €/KG.</div><div><br /></div><div>Past het niet in uw collectie?</div><div>Zie de volgende artikelen.</div><div><br /></div><div><br /></div>",Available,0,143.75,,21,,2,25,,Used,No,pre-sorted-mixed/summer-men-mix-cream-25kg-5-75-eu
"Men gilets 25 kg + Ties cream 5 kg",,"Men gilets 25 kg + Ties cream 5 kg","Gilet pour les hommes 25kg + Cravates crème 5kg","Heren gilet waistcoat 25kg + Stropdassen creme 5kg","This item contains a combination of 25 kg gilet waistcoat for men + ties of 5 kg.<div>They are all different sizes and models.</div><div>Available to ship or collect, usually the same day after payment is received.</div><div>The box is 30 kg. so the purchase per box of 30 kg. (You only pay the delivery costs of 25 kg, no transport surcharge is charged!)</div><div>Price is 4,17 €/kg.</div>","Cet article contient une combinaison de gilet sans manches de 25 kg pour hommes + cravates de 5 kg.<div>Ils sont tous de tailles et de modèles différents.</div><div>Disponible pour expédier ou retirer, généralement le même jour après réception du paiement.</div><div>La boîte est de 30 kg. donc l'achat par boite de 30 kg. (Vous ne payez que les frais de livraison de 25 kg, aucun frais de transport n'est facturé!)</div><div>Le prix est de 4,17 €/kg.</div>","Dit artikel bevat een combinatie van 25 kg gilet waistcoat voor heren + stropdassen van 5 kg.<div>Het zijn allemaal verschillende maten en modellen.</div><div>Beschikbaar om te verzenden of af te halen, meestal dezelfde dag na ontvangst van betaling.</div><div>De doos is 30 kg. dus de aankoop per doos van 30 kg. (U betaald de leverkosten enkel van 25 kg, wordt geen transport toeslag aan gerekend!)</div><div>Prijs is 4,17 €/kg.</div>","Choose property",0,125.00,,21,,0,0,,New,No,men-gilets-25-kg-ties-cream-5-kg
"Ladies handbag 25kg + Leather belts 5kg (cream)",,"Ladies handbag 25kg + Leather belts 5kg (cream)","Sac à main dames 25kg +Ceintures en cuir 5kg (crème)","Dames handtas 25kg + ledere riemen 5kg (creme)","This item contains a combination of 25kg Ladies handbag + 5kg Leather belts cream quality.<div>They are all different sizes and models.</div><div>Available to ship or collect, usually the same day after payment is received.</div><div>The box is 30 kg. so the purchase per box of 30 kg. (You only pay the delivery costs of 25 kg, no transport surcharge is charged!)</div><div>Price is 5,33 €/kg.</div>","Cet article contient une combinaison de 25kg de Sac à main pour dames + 5kg de Ceintures en cuir.<div>Ils sont tous de tailles et de modèles différents.</div><div>Disponible pour expédier ou retirer, généralement le même jour après réception du paiement.</div><div>La boîte est de 30 kg. donc l'achat par boite de 30 kg. (Vous ne payez que les frais de livraison de 25 kg, aucun frais de transport n'est facturé!)</div><div>Le prix est de 5,33 €/kg.</div>","Dit artikel bevat een combinatie van 25kg dames handtassen + 5kg ledere riemen creme kwaliteit.<div>Het zijn allemaal verschillende maten en modellen.</div><div>Beschikbaar om te verzenden of af te halen, meestal dezelfde dag na ontvangst van betaling.</div><div>De doos is 30 kg. dus de aankoop per doos van 30 kg. (U betaald de leverkosten enkel van 25 kg, wordt geen transport toeslag aan gerekend!)</div><div>Prijs is 5,33 €/kg.</div>",Available,0,160,,21,,1,25,,Used,No,
"Ladies handbag cream 25 kg",Accessories,"Ladies handbag cream 25kg.  5,25 €/kg","Sac à main dames crème 25kg.   5,25 €/kg","Dames handtas creme 25kg.     5,25 €/kg","Ladies handbags good quality for shop with cream quality.<div>Can be available to ship or pick up usually the same day after receiving payment.</div><div>The bag is 25 kg. so the purchase per bag of 25 kg.&nbsp;</div><div>Price is 5,25 €/kg.</div><div><br /></div>","Sac à main dames de bonne qualité pour le magasin avec qualité crème.<div>Peut être disponible pour être expédié ou ramassé généralement le même jour après réception du paiement.</div><div>Le sac est de 25 kg. donc l'achat par sac de 25 kg.&nbsp;</div><div>Le prix est de 5,25 €/kg.</div><div><br /></div><div><br /></div>","Dames handtassen van goede kwaliteit voor winkel met creme kwaliteit.<div>Kan beschikbaar voor verzending of afhaling meestal dezelfde dag na ontvangst van betaling.</div><div>De zak is 25 kg. dus de aankoop per zak van 25 kg. &nbsp;</div><div>Prijs is 5,25 €/KG.</div><div><br /></div>","Choose property",0,131.25,156.25,21,,1,25,,Used,No,accessories/ladies-handbag-cream-25kg-5-25-eur/kg
"Sportswear adults 25 kg",Adult,"Sportswear for adults 25kg. 7,00€/kg","Vêtements de sport pour adultes 25kg. 7,00 €/kg","Sportkleding voor volwassenen 25kg. 7,00 €/kg","This article contains various sportswear for adults.<div>They are all different sizes and models.</div><div>Available to ship or pick up, usually the same day after receipt of payment.</div><div>The bag is 25 kg. so the purchase per 25 kg bag.</div><div>Price is 7,00 €/kg.</div>","Cet article contient divers vêtements de sport pour adultes.<div>Ils sont tous de tailles et de modèles différents.</div><div>Disponible pour expédition ou ramassage, généralement le même jour après réception du paiement.</div><div>Le sac est en 25 kg. donc l'achat par sac de 25 kg.</div><div>Le prix est de 7,00 €/kg.</div>","Dit artikel bevat verschillende sportkleding voor volwassenen.&nbsp;<div>Het zijn allemaal verschillende maten en modellen.</div><div>Beschikbaar om te verzenden of af te halen, meestal dezelfde dag na ontvangst van betaling.</div><div>De zak is 25 kg. dus de aankoop per zak van 25 kg.</div><div>Prijs is 7,00 €/kg.</div>","Sold Out",0,175.00,,21,,0,25,,Used,No,adult/sportwear-for-adults
"Leather belts cream 25 kg",Accessories,"Leather belts cream 25kg.  7,00 €/kg","Ceintures en cuir crème 25kg.  7,00 €/kg","Ledere riemen creme 25kg.   7,00 €/kg","Leather belts good quality for shop cream quality.<div>Can be available to ship or pick up usually the same day after receiving payment.</div><div>The bag/box is 25 kg. so the purchase per bag/box of 25 kg.&nbsp;</div><div>Price is 7,00 €/kg.</div>","Ceintures en cuir de bonne qualité pour le magasin qualité crème.<div>Peut être disponible pour être expédié ou ramassé généralement le même jour après réception du paiement.</div><div>Le boite/sac est de 25 kg. donc l'achat par boite/sac de 25 kg.&nbsp;</div><div>Le prix est de 7,00 €/kg.</div>","Ledere riemen van goede kwaliteit voor winkel creme kwaliteit.<div>Kan beschikbaar voor verzending of afhaling meestal dezelfde dag na ontvangst van betaling.</div><div>De doos/zak is 25 kg. dus de aankoop per doos/zak van 25 kg. &nbsp;</div><div>Prijs is 7,00 €/KG.</div>",Available,0,175.00,187.50,21,,1,25,,Used,No,accessories/leather-belts-cream-25kg-7-00-eur/kg
"Shawls & hat 20 kg",Accessories,"Shawls & hat 20kg.      1,85€/kg","Châles & bonnet 20kg.      1,85 €/kg","Sjaal & muts 20kg.      1,85 €/kg","Shawls &amp; hat good quality for shop with cream quality.<div>Can be available to ship or pick up usually the same day after receiving payment.</div><div>The bag/box is 20 kg. so the purchase per bag/box of 20 kg.&nbsp;</div><div>Price is 1,85 €/kg.</div>","Châles &amp; bonnet de bonne qualité pour le magasin avec qualité crème.<div>Peut être disponible pour être expédié ou ramassé généralement le même jour après réception du paiement.</div><div>Le boite/sac est de 20 kg. donc l'achat par boite/sac de 20 kg.&nbsp;</div><div>Le prix est de 1,85 €/kg.</div>","<div>Sjaal &amp; muts van goede kwaliteit voor winkel met creme kwaliteit.</div><div>Kan beschikbaar voor verzending of afhaling meestal dezelfde dag na ontvangst van betaling.</div><div>De doos/zak is 20 kg. dus de aankoop per doos/zak van 20 kg. &nbsp;</div><div>Prijs is 1,85 €/kg.</div>",Available,0,37.00,,21,,9,20,,Used,No,accessories/shawls-and-hat-20kg-1-85eur/kg
"Shawls & hat cream 20 kg",Accessories,"Shawls & hat cream 20kg.      4,75 €/kg","Châles & bonnet crème 20kg.      4,75 €/kg","Sjaal & muts creme 20kg.      4,75 €/kg","Shawls &amp; hat high quality for shop cream quality.<div>Can be available to ship or pick up usually the same day after receiving payment.</div><div>The bag/box is 20 kg. so the purchase per bag/box of 20 kg.&nbsp;</div><div>Price is 4,75 €/kg.</div>","Châles &amp; bonnet de bonne qualité pour le magasin qualité crème.<div>Peut être disponible pour être expédié ou ramassé généralement le même jour après réception du paiement.</div><div>Le boite/sac est de 20 kg. donc l'achat par boite/sac de 20 kg.&nbsp;</div><div>Le prix est de 4,75 €/kg.</div>","<div>Sjaal &amp; muts van goede kwaliteit voor winkel creme kwaliteit.</div><div>Kan beschikbaar voor verzending of afhaling meestal dezelfde dag na ontvangst van betaling.</div><div>De doos/zak is 20 kg. dus de aankoop per doos/zak van 20 kg. &nbsp;</div><div>Prijs is 4,75 €/kg.</div>",Available,0,95.00,,21,,12,20,,Used,No,accessories/shawls-hat-cream-20kg-4-75-eur/kg
"Ladies shawls & hats cream 20 kg",Accessories,"Ladies shawls & hat 20kg.      4,50€/kg","Châles & bonnet femmes 20kg.      4,50 €/kg","Dames sjaal & muts 20kg.      4,50 €/kg","Ladies shawls &amp; hat high quality for shop cream quality.<div>Can be available to ship or pick up usually the same day after receiving payment.</div><div>The bag/box is 20 kg. so the purchase per bag/box of 20 kg.&nbsp;</div><div>Price is 4,50 €/kg.</div>","Châles &amp; bonnet pour femmes de bonne qualité pour le magasin qualité crème.<div>Peut être disponible pour être expédié ou ramassé généralement le même jour après réception du paiement.</div><div>Le boite/sac est de 20 kg. donc l'achat par boite/sac de 20 kg.&nbsp;</div><div>Le prix est de 4,50 €/kg.</div>","<div>Sjaal &amp; muts voor dames van goede kwaliteit voor winkel creme kwaliteit.</div><div>Kan beschikbaar voor verzending of afhaling meestal dezelfde dag na ontvangst van betaling.</div><div>De zak/doos is 20 kg. dus de aankoop per zak/doos van 20 kg. &nbsp;</div><div>Prijs is 4,50 €/kg.</div>",Available,0,90.00,,21,,2,20,,Used,No,accessories/ladies-shawls-and-hat-20kg-4-50eur/kg
"Big sizes men blazers & suits 25 kg",Men,"Big sizes men blazers & suits 25 kg. 3,20 €/kg","blazers & costumes d'homme grand tailles 25 kg. 3,20 €/kg","Grote maten heren blazers & maatpakken  25 kg. 3,20 €/kg","This article contains different blazers &amp; suits big size for men A grade + cream quality.<div>They are all different sizes and models suitable for spring.</div><div>Available to ship or pick up, usually the same day after receipt of payment.</div><div>The bag is 25 kg. so the purchase per 25 kg bag.</div><div>Price is 3,20 €/kg.</div>","Cet article contient différentes blazers &amp; costumes pour homme des grand tailles qualité A. et crème.<div>Ils sont tous de tailles et de modèles différents adaptés au printemps.</div><div>Disponible pour expédition ou ramassage, généralement le même jour après réception du paiement.</div><div>Le sac est en 25 kg. donc l'achat par sac de 25 kg.</div><div>Le prix est de 3,20 €/kg.</div>","Dit artikel bevat eerste keus en creme kwaliteit verschillende blazers en maatpakken voor heren grote maten.&nbsp;<div>Het zijn allemaal verschillende maten en modellen geschikt voor de lente.</div><div>Beschikbaar om te verzenden of af te halen, meestal dezelfde dag na ontvangst van betaling.</div><div>De zak is 25 kg. dus de aankoop per zak van 25 kg.</div><div>Prijs is 3,20 €/kg.</div>",Available,0,80.00,,21,,2,25,,Used,No,men/big-sizes-men-blazers-suits-25-kg-3-20-eur/kg
"Men belts 25kg + braces 3kg",,"Men belts 25kg + braces 3kg","Ceintures hommes 25kg + bretelles 5kg","Heren riemen 25kg + bretels 3kg","This item contains a combination of 25kg men belts + 3kg braces.<div>They are all different sizes and models.</div><div>Available to ship or collect, usually the same day after payment is received.</div><div>The bag/box is 28 kg. so the purchase per bag/box of 27 kg. (You only pay the delivery costs of 25 kg, no transport surcharge is charged!)</div><div>Price is 7,00 €/kg.</div>","Cet article contient une combinaison de 25kg ceintures hommes + 3kg de bretelles.<div>Ils sont tous de tailles et de modèles différents.</div><div>Disponible pour expédier ou retirer, généralement le même jour après réception du paiement.</div><div>La boîte/sac est de 28 kg. donc l'achat par boite/sac de 28 kg. (Vous ne payez que les frais de livraison de 25 kg, aucun frais de transport n'est facturé!)</div><div>Le prix est de 7,00 €/kg.</div>","Dit artikel bevat een combinatie van 25kg heren riemen + 3kg bretels.<div>Het zijn allemaal verschillende maten en modellen.</div><div>Beschikbaar om te verzenden of af te halen, meestal dezelfde dag na ontvangst van betaling.</div><div>De doos/zak is 28 kg. dus de aankoop per doos/zak van 28 kg. (U betaald de leverkosten enkel van 25 kg, wordt geen transport toeslag aan gerekend!)</div><div>Prijs is 7,00 €/kg.</div>",Available,0,196,,21,,1,25,,Used,No,
"Swimwear cream 25 kg",Ladies,"Swimwear cream 25kg.   7,20 €/kg","Maillots de bain crème 25kg.  7,20 €/kg","Zwemkleding creme 25kg. 7,20 €/kg","Swimwear for adult high quality for shop cream quality.<div>Can be available to ship or pick up usually the same day after receiving payment.</div><div>The bag is 25 kg. so the purchase per bag of 25 kg.&nbsp;</div><div>Price is 7,20 €/kg.</div>","Maillots de bain pour les adults de bonne qualité pour le magasin qualité crème.<div>Peut être disponible pour être expédié ou ramassé généralement le même jour après réception du paiement.</div><div>Le sac est de 25 kg. donc l'achat par sac de 25 kg.&nbsp;</div><div>Le prix est de 7,20 €/kg.</div>","<div>Zwemkleding voor volwassen van goede kwaliteit voor winkel creme kwaliteit.</div><div>Kan beschikbaar voor verzending of afhaling meestal dezelfde dag na ontvangst van betaling.</div><div>De zak is 25 kg. dus de aankoop per zak van 25 kg. &nbsp;</div><div>Prijs is 7,20 €/KG.</div>","Sold Out",0,180.00,,21,,0,25,,Used,No,ladies/swimwear-cream-25kg-7-20-eur/kg
"Men belts 25kg",,"Men belts 25kg.  7,00 €/kg","Ceintures hommes 25kg.  7,00 €/kg","Heren riemen 25kg.   7,00 €/kg","Men belts good quality for shop with cream quality.<div>Can be available to ship or pick up usually the same day after receiving payment.</div><div>The bag/box is 25 kg. so the purchase per bag/box of 25 kg.&nbsp;</div><div>Price is 7,00 €/kg.</div>","Ceintures hommes de bonne qualité pour le magasin avec qualité crème.<div>Peut être disponible pour être expédié ou ramassé généralement le même jour après réception du paiement.</div><div>Le boite/sac est de 25 kg. donc l'achat par boite/sac de 25 kg.&nbsp;</div><div>Le prix est de 7,00 €/kg.</div>","Heren riemen van goede kwaliteit voor winkel met creme kwaliteit.<div>Kan beschikbaar voor verzending of afhaling meestal dezelfde dag na ontvangst van betaling.</div><div>De doos/zak is 25 kg. dus de aankoop per doos/zak van 25 kg.&nbsp;&nbsp;</div><div>Prijs is 7,00 €/kg.</div>","Sold Out",0,175,,21,,0,25,,Used,No,
"Work wear 25 kg","Men clothing","Work wear 25kg.      3,00 €/kg","Vêtements de travail 25kg.      3,00 €/kg","Werkkledij 25kg.      3,00 €/kg","<h2><b><span style=\"color: #ff0f00;\">Free shipping ONLY EU COUNTRIES!</span></b></h2><div>Work suits most are new.</div><div>Good quality for shop with cream quality.</div><div>Can be available to ship or pick up usually the same day after receiving payment.</div><div>The bag is 25 kg. so the purchase per bag of 25 kg.&nbsp;</div><div>Price is 3,00 €/kg.</div>","<h2><b><span style=\"color: #ff0f00;\">Livraison gratuite UNIQUEMENT DANS LES PAYS DE L'UE!</span></b></h2><div>vêtements de travail et des costumes de travail sont pour la plupart nouveaux.</div><div>De bonne qualité pour le magasin avec qualité crème.</div><div>Peut être disponible pour être expédié ou ramassé généralement le même jour après réception du paiement.</div><div>Le sac est de 25 kg. donc l'achat par sac de 25 kg.&nbsp;</div><div>Le prix est de 3,00 €/kg.</div>","<h2><b><span style=\"color: #ff0f00;\">Gratis verzending ENKEL EU LANDEN!</span></b></h2><div>Werkkledij en werkpakken de meeste zijn nieuw.</div><div>Van goede kwaliteit voor winkel met creme kwaliteit.</div><div>Kan beschikbaar voor verzendig of afhaling meestal dezelfde dag na ontvangst van betaling.</div><div>De zak is 25 kg. dus de aankoop per zak van 25 kg. &nbsp;</div><div>Prijs is 3,00 €/KG.</div>",Available,0,75.00,100.00,21,,14,25,,Used,Yes,gentlemen/workclothes
"Men shawls & hats cream 20 kg",Accessories,"Men shawls & hat 20kg.      5,00€/kg","Châles & bonnet hommes 20kg.      5,00 €/kg","Heren sjaal & muts 20kg.      5,00 €/kg","Men shawls &amp; hat high quality for shop cream quality.<div>Can be available to ship or pick up usually the same day after receiving payment.</div><div>The bag/box is 20 kg. so the purchase per bag/box of 20 kg.&nbsp;</div><div>Price is 5,00 €/kg.</div>","Châles &amp; bonnet pour les hommes de bonne qualité pour le magasin qualité crème.<div>Peut être disponible pour être expédié ou ramassé généralement le même jour après réception du paiement.</div><div>Le boite/sac est de 20 kg. donc l'achat par boite/sac de 20 kg.&nbsp;</div><div>Le prix est de 5,00 €/kg.</div>","<div>Sjaal &amp; muts voor heren van goede kwaliteit voor winkel creme kwaliteit.</div><div>Kan beschikbaar voor verzending of afhaling meestal dezelfde dag na ontvangst van betaling.</div><div>De zak/doos is 20 kg. dus de aankoop per zak/doos van 20 kg. &nbsp;</div><div>Prijs is 5,00 €/kg.</div>","Sold Out",0,100,,21,,0,20,,Used,No,accessories/men-shawls-and-hat-20kg-5-00eur/kg
